iter	RMSE
0	420.3239055
1	404.7205952
2	388.515642
3	373.5123397
4	359.2542539
5	344.462928
6	332.4600497
7	320.3675884
8	308.0070187
9	296.5344767
10	285.3680459
11	274.9498638
12	265.186675
13	255.5169683
14	245.6593549
15	236.3249641
16	228.2315856
17	220.3273318
18	212.7587584
19	205.6408858
20	197.9583175
21	191.2492373
22	184.5544658
23	178.4810407
24	172.2489776
25	166.2989435
26	161.2316241
27	156.6970573
28	151.9972856
29	147.494217
30	143.2482296
31	139.1672188
32	135.2337797
33	131.3658463
34	127.9201524
35	124.3053555
36	120.8252079
37	118.0031679
38	114.827041
39	111.621866
40	108.597525
41	105.8471456
42	103.0674618
43	100.5526335
44	98.4425519
45	96.09993422
46	94.00016922
47	91.887596
48	89.83756421
49	88.03388256
50	86.31111677
51	84.54821323
52	82.95414241
53	81.30467231
54	79.92470393
55	78.26715088
56	76.68922843
57	75.30998359
58	73.96327185
59	72.78284279
60	71.57285476
61	70.30988829
62	69.08688392
63	67.92158806
64	66.98960978
65	65.791166
66	64.97741218
67	64.12859946
68	63.18735021
69	62.41714332
70	61.65727492
71	60.71227802
72	59.89567204
73	58.97345013
74	58.3592971
75	57.88631637
76	57.15003658
77	56.37079164
78	55.7137883
79	55.13671669
80	54.6645324
81	54.22146039
82	53.69318303
83	52.95774071
84	52.3459395
85	51.86695678
86	51.46995501
87	50.96416776
88	50.45136541
89	50.05353908
90	49.6153713
91	49.24144718
92	48.88464235
93	48.44871329
94	48.07262535
95	47.7690864
96	47.25695771
97	46.94855974
98	46.37147385
99	46.03214611
100	45.71838606
101	45.46444597
102	45.19689073
103	44.82899359
104	44.55563731
105	44.19628329
106	43.95529628
107	43.6253784
108	43.35580564
109	43.19414067
110	42.99346803
111	42.79889835
112	42.54236246
113	42.23866159
114	41.95429907
115	41.73580837
116	41.53014724
117	41.31047254
118	41.04901246
119	40.79168038
120	40.49294319
121	40.34569117
122	40.09141195
123	39.90788421
124	39.74872637
125	39.54875493
126	39.31182691
127	39.1111985
128	38.89698239
129	38.67877202
130	38.46411631
131	38.2338622
132	37.98921988
133	37.80629342
134	37.6007253
135	37.34674541
136	37.12897185
137	36.95693538
138	36.73891851
139	36.51489479
140	36.39173741
141	36.26558
142	36.16600043
143	36.02291599
144	35.82715044
145	35.61040743
146	35.40527062
147	35.25415247
148	35.15078098
149	34.90322601
150	34.74174033
151	34.58397943
152	34.41904541
153	34.26547792
154	34.12239696
155	33.95447345
156	33.80741189
157	33.66536436
158	33.50131188
159	33.41004867
160	33.27639972
161	33.18164038
162	33.00220147
163	32.80631608
164	32.72684318
165	32.61536849
166	32.46487313
167	32.29028304
168	32.21376929
169	32.11416137
170	32.03077659
171	31.92375019
172	31.76035337
173	31.63704973
174	31.48935089
175	31.36141103
176	31.24592896
177	31.08629796
178	31.01884556
179	30.89715693
180	30.78701922
181	30.68276824
182	30.51898528
183	30.39260878
184	30.32253959
185	30.192792
186	30.07850806
187	29.96536458
188	29.79012265
189	29.67622465
190	29.56307533
191	29.47256423
192	29.39350177
193	29.30815684
194	29.2409005
195	29.11206636
196	29.00602434
197	28.84506895
198	28.7366744
199	28.65106972
200	28.5511227
201	28.41302545
202	28.35930371
203	28.30041212
204	28.2347326
205	28.09175929
206	28.0198812
207	27.86951583
208	27.73530038
209	27.65807047
210	27.60055558
211	27.48614982
212	27.38181093
213	27.33937211
214	27.22385226
215	27.08152159
216	27.00859348
217	26.92256771
218	26.80818789
219	26.73460815
220	26.66418512
221	26.61296656
222	26.56769694
223	26.52021683
224	26.45104413
225	26.39307038
226	26.36150561
227	26.25016877
228	26.20010986
229	26.1133551
230	26.04576187
231	26.01682291
232	25.8816598
233	25.7813211
234	25.68602078
235	25.65327037
236	25.57759594
237	25.43259484
238	25.36861871
239	25.28612841
240	25.18806904
241	25.08220743
242	24.97058455
243	24.92236528
244	24.84479098
245	24.77425085
246	24.74443512
247	24.65820775
248	24.57934072
249	24.47691965
250	24.38710338
251	24.30477999
252	24.23206119
253	24.14744555
254	24.09375053
255	24.07003347
256	23.9919292
257	23.94167183
258	23.86307501
259	23.77242165
260	23.70891934
261	23.68000421
262	23.60561615
263	23.54143649
264	23.50435727
265	23.43059373
266	23.37128893
267	23.28615229
268	23.24653737
269	23.19897972
270	23.13015159
271	23.04489598
272	23.02063217
273	22.98442577
274	22.90304138
275	22.81285206
276	22.77424091
277	22.7210032
278	22.6656356
279	22.63681085
280	22.59451418
281	22.53905998
282	22.47984315
283	22.45075159
284	22.40187083
285	22.33008186
286	22.25252757
287	22.184255
288	22.12085445
289	22.06287413
290	21.99651735
291	21.9540592
292	21.94353999
293	21.89376544
294	21.86289243
295	21.83173252
296	21.81051929
297	21.80103415
298	21.79228032
299	21.72081857
300	21.71116613
301	21.65658397
302	21.56989632
303	21.5056055
304	21.43541612
305	21.31692704
306	21.23927454
307	21.22000748
308	21.17430698
309	21.15351864
310	21.13322109
311	21.06377941
312	21.03770554
313	20.99609288
314	20.93648296
315	20.89333828
316	20.76321748
317	20.68687692
318	20.65314263
319	20.6076509
320	20.59601619
321	20.57014965
322	20.51286543
323	20.44782152
324	20.44167533
325	20.39885644
326	20.30297928
327	20.26296408
328	20.20982528
329	20.14340473
330	20.13753722
331	20.08175277
332	20.03224076
333	19.96998868
334	19.90557738
335	19.84611326
336	19.81709564
337	19.73177886
338	19.70619733
339	19.66142329
340	19.61412174
341	19.58357499
342	19.57727216
343	19.5286874
344	19.44060763
345	19.40452265
346	19.39305659
347	19.368387
348	19.31131739
349	19.26941268
350	19.18130499
351	19.13540434
352	19.05274211
353	19.03818568
354	18.99066521
355	18.91461355
356	18.88995601
357	18.85257862
358	18.84152427
359	18.82494504
360	18.80273088
361	18.75056826
362	18.7319939
363	18.7065013
364	18.66378681
365	18.57805314
366	18.56750366
367	18.53018914
368	18.50968903
369	18.49410813
370	18.47201484
371	18.43598503
372	18.37810415
373	18.3373166
374	18.31276005
375	18.29912845
376	18.26851233
377	18.24421921
378	18.20683294
379	18.17153312
380	18.13343005
381	18.11913752
382	18.07004015
383	18.03532915
384	17.99979283
385	17.93367741
386	17.91714593
387	17.8930063
388	17.86529085
389	17.83869612
390	17.82415311
391	17.78427874
392	17.7353632
393	17.70107239
394	17.66820053
395	17.64388312
396	17.59823873
397	17.56621284
398	17.52477833
399	17.48258788
400	17.44252369
401	17.41239551
402	17.37850778
403	17.35562083
404	17.30310348
405	17.26180146
406	17.23237107
407	17.19480063
408	17.14777138
409	17.08280139
410	17.06917179
411	17.00272378
412	16.95494532
413	16.89497077
414	16.85936797
415	16.80885614
416	16.75215762
417	16.71146749
418	16.6809045
419	16.64785169
420	16.61405703
421	16.56341057
422	16.52572817
423	16.47222542
424	16.45069999
425	16.42137035
426	16.39343436
427	16.37903789
428	16.34175714
429	16.32752059
430	16.29696493
431	16.28543525
432	16.26605157
433	16.24459761
434	16.21335046
435	16.14746509
436	16.13100959
437	16.09742892
438	16.02842272
439	15.9742816
440	15.92023793
441	15.87110232
442	15.8154464
443	15.78523916
444	15.73490566
445	15.71401552
446	15.66904189
447	15.62823034
448	15.59049449
449	15.53588036
450	15.48727824
451	15.46277071
452	15.41399292
453	15.33362147
454	15.3050925
455	15.27434083
456	15.24899028
457	15.21535473
458	15.18904026
459	15.15338693
460	15.109386
461	15.08671414
462	15.05708594
463	15.02894584
464	15.00501958
465	14.96722801
466	14.91493645
467	14.89082465
468	14.86664659
469	14.83985715
470	14.81504737
471	14.78809513
472	14.74360534
473	14.71832557
474	14.66959004
475	14.65284683
476	14.61159177
477	14.56571003
478	14.54014132
479	14.51675426
480	14.50436808
481	14.46422182
482	14.4272094
483	14.39710155
484	14.36386117
485	14.34780816
486	14.34022216
487	14.31756781
488	14.27376957
489	14.2540566
490	14.23251251
491	14.17773417
492	14.15497238
493	14.11931343
494	14.085257
495	14.05610984
496	14.03195754
497	14.00362629
498	13.98656651
499	13.96117469
500	13.93114599
501	13.88160724
502	13.85176091
503	13.81625489
504	13.8009132
505	13.78625479
506	13.74706142
507	13.70644324
508	13.68239116
509	13.66481674
510	13.61499444
511	13.59374754
512	13.57980241
513	13.56401266
514	13.55697171
515	13.51697074
516	13.49453575
517	13.48171553
518	13.45046164
519	13.41863601
520	13.38417098
521	13.3459462
522	13.32040991
523	13.278254
524	13.2403246
525	13.2171132
526	13.19157845
527	13.17592689
528	13.14997504
529	13.12079423
530	13.10214946
531	13.06908867
532	13.02656798
533	13.00639394
534	12.97488294
535	12.94509425
536	12.93058219
537	12.89294208
538	12.86687966
539	12.84392246
540	12.80619238
541	12.78514356
